ProductKey,ProductCode,ProductName,ProductSubcategory,ProductCategory
338,BK-R50B-44,"Road-650 Black, 44",Road Bikes,Bikes
339,BK-R50B-44,"Road-650 Black, 44",Road Bikes,Bikes
340,BK-R50B-48,"Road-650 Black, 48",Road Bikes,Bikes
341,BK-R50B-48,"Road-650 Black, 48",Road Bikes,Bikes
342,BK-R50B-52,"Road-650 Black, 52",Road Bikes,Bikes
343,BK-R50B-52,"Road-650 Black, 52",Road Bikes,Bikes
344,BK-M82S-38,"Mountain-100 Silver, 38",Mountain Bikes,Bikes
345,BK-M82S-42,"Mountain-100 Silver, 42",Mountain Bikes,Bikes
346,BK-M82S-44,"Mountain-100 Silver, 44",Mountain Bikes,Bikes
347,BK-M82S-48,"Mountain-100 Silver, 48",Mountain Bikes,Bikes
348,BK-M82B-38,"Mountain-100 Black, 38",Mountain Bikes,Bikes
349,BK-M82B-42,"Mountain-100 Black, 42",Mountain Bikes,Bikes
350,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes
351,BK-M82B-48,"Mountain-100 Black, 48",Mountain Bikes,Bikes
352,BK-M68S-38,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
353,BK-M68S-38,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
354,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
355,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
356,BK-M68S-46,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
357,BK-M68S-46,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
358,BK-M68B-38,"Mountain-200 Black, 38",Mountain Bikes,Bikes
359,BK-M68B-38,"Mountain-200 Black, 38",Mountain Bikes,Bikes
360,BK-M68B-42,"Mountain-200 Black, 42",Mountain Bikes,Bikes
361,BK-M68B-42,"Mountain-200 Black, 42",Mountain Bikes,Bikes
362,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes
363,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes
364,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes
365,BK-M47B-40,"Mountain-300 Black, 40",Mountain Bikes,Bikes
366,BK-M47B-44,"Mountain-300 Black, 44",Mountain Bikes,Bikes
367,BK-M47B-48,"Mountain-300 Black, 48",Mountain Bikes,Bikes
368,BK-R89R-44,"Road-250 Red, 44",Road Bikes,Bikes
369,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes
370,BK-R89R-52,"Road-250 Red, 52",Road Bikes,Bikes
371,BK-R89R-58,"Road-250 Red, 58",Road Bikes,Bikes
372,BK-R89R-58,"Road-250 Red, 58",Road Bikes,Bikes
373,BK-R89B-44,"Road-250 Black, 44",Road Bikes,Bikes
374,BK-R89B-44,"Road-250 Black, 44",Road Bikes,Bikes
375,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes
376,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes
377,BK-R89B-52,"Road-250 Black, 52",Road Bikes,Bikes
378,BK-R89B-52,"Road-250 Black, 52",Road Bikes,Bikes
379,BK-R89B-58,"Road-250 Black, 58",Road Bikes,Bikes
380,BK-R89B-58,"Road-250 Black, 58",Road Bikes,Bikes
381,BK-R64Y-38,"Road-550-W Yellow, 38",Road Bikes,Bikes
382,BK-R64Y-38,"Road-550-W Yellow, 38",Road Bikes,Bikes
383,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes
384,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes
385,BK-R64Y-42,"Road-550-W Yellow, 42",Road Bikes,Bikes
386,BK-R64Y-42,"Road-550-W Yellow, 42",Road Bikes,Bikes
387,BK-R64Y-44,"Road-550-W Yellow, 44",Road Bikes,Bikes
388,BK-R64Y-44,"Road-550-W Yellow, 44",Road Bikes,Bikes
389,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes
390,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes
391,FK-1639,LL Fork,Forks,Components
392,FK-5136,ML Fork,Forks,Components
393,FK-9939,HL Fork,Forks,Components
394,HS-0296,LL Headset,Headsets,Components
395,HS-2451,ML Headset,Headsets,Components
396,HS-3479,HL Headset,Headsets,Components
397,HB-M243,LL Mountain Handlebars,Handlebars,Components
398,HB-M243,LL Mountain Handlebars,Handlebars,Components
399,HB-M763,ML Mountain Handlebars,Handlebars,Components
400,HB-M763,ML Mountain Handlebars,Handlebars,Components
401,HB-M918,HL Mountain Handlebars,Handlebars,Components
402,HB-M918,HL Mountain Handlebars,Handlebars,Components
403,HB-R504,LL Road Handlebars,Handlebars,Components
404,HB-R504,LL Road Handlebars,Handlebars,Components
405,HB-R720,ML Road Handlebars,Handlebars,Components
406,HB-R720,ML Road Handlebars,Handlebars,Components
407,HB-R956,HL Road Handlebars,Handlebars,Components
408,HB-R956,HL Road Handlebars,Handlebars,Components
409,FR-M63B-38,"ML Mountain Frame - Black, 38",Mountain Frames,Components
410,FW-M423,LL Mountain Front Wheel,Wheels,Components
411,FW-M762,ML Mountain Front Wheel,Wheels,Components
412,FW-M928,HL Mountain Front Wheel,Wheels,Components
413,FW-R623,LL Road Front Wheel,Wheels,Components
414,FW-R762,ML Road Front Wheel,Wheels,Components
415,FW-R820,HL Road Front Wheel,Wheels,Components
416,FW-T905,Touring Front Wheel,Wheels,Components
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Road Frames,Components
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Road Frames,Components
419,RW-M423,LL Mountain Rear Wheel,Wheels,Components
420,RW-M762,ML Mountain Rear Wheel,Wheels,Components
421,RW-M928,HL Mountain Rear Wheel,Wheels,Components
422,RW-R623,LL Road Rear Wheel,Wheels,Components
423,RW-R762,ML Road Rear Wheel,Wheels,Components
424,RW-R820,HL Road Rear Wheel,Wheels,Components
425,RW-T905,Touring Rear Wheel,Wheels,Components
426,FR-M63B-40,"ML Mountain Frame - Black, 40",Mountain Frames,Components
427,FR-M63B-44,"ML Mountain Frame - Black, 44",Mountain Frames,Components
428,FR-M63B-48,"ML Mountain Frame - Black, 48",Mountain Frames,Components
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Road Frames,Components
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Road Frames,Components
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Road Frames,Components
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Road Frames,Components
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Road Frames,Components
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Road Frames,Components
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Road Frames,Components
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Road Frames,Components
437,FR-R92B-62,"HL Road Frame - Black, 62",Road Frames,Components
438,FR-R92B-62,"HL Road Frame - Black, 62",Road Frames,Components
439,FR-R92B-44,"HL Road Frame - Black, 44",Road Frames,Components
440,FR-R92B-44,"HL Road Frame - Black, 44",Road Frames,Components
441,FR-R92B-48,"HL Road Frame - Black, 48",Road Frames,Components
442,FR-R92B-48,"HL Road Frame - Black, 48",Road Frames,Components
443,FR-R92B-52,"HL Road Frame - Black, 52",Road Frames,Components
444,FR-R92B-52,"HL Road Frame - Black, 52",Road Frames,Components
445,SH-M897-S,"Men's Sports Shorts, S",Shorts,Clothing
446,PA-T100,"Touring-Panniers, Large",Panniers,Accessories
447,LO-C100,Cable Lock,Locks,Accessories
448,PU-0452,Minipump,Pumps,Accessories
449,PU-M044,Mountain Pump,Pumps,Accessories
450,LT-T990,Taillights - Battery-Powered,Lights,Accessories
451,LT-H902,Headlights - Dual-Beam,Lights,Accessories
452,LT-H903,Headlights - Weatherproof,Lights,Accessories
453,SH-M897-M,"Men's Sports Shorts, M",Shorts,Clothing
454,SH-M897-L,"Men's Sports Shorts, L",Shorts,Clothing
455,SH-M897-X,"Men's Sports Shorts, XL",Shorts,Clothing
456,TG-W091-S,"Women's Tights, S",Tights,Clothing
457,TG-W091-M,"Women's Tights, M",Tights,Clothing
458,TG-W091-L,"Women's Tights, L",Tights,Clothing
459,SB-M891-S,"Men's Bib-Shorts, S",Bib-Shorts,Clothing
460,SB-M891-M,"Men's Bib-Shorts, M",Bib-Shorts,Clothing
461,SB-M891-L,"Men's Bib-Shorts, L",Bib-Shorts,Clothing
462,GL-H102-S,"Half-Finger Gloves, S",Gloves,Clothing
463,GL-H102-S,"Half-Finger Gloves, S",Gloves,Clothing
464,GL-H102-M,"Half-Finger Gloves, M",Gloves,Clothing
465,GL-H102-M,"Half-Finger Gloves, M",Gloves,Clothing
466,GL-H102-L,"Half-Finger Gloves, L",Gloves,Clothing
467,GL-H102-L,"Half-Finger Gloves, L",Gloves,Clothing
468,GL-F110-S,"Full-Finger Gloves, S",Gloves,Clothing
469,GL-F110-M,"Full-Finger Gloves, M",Gloves,Clothing
470,GL-F110-L,"Full-Finger Gloves, L",Gloves,Clothing
471,VE-C304-S,"Classic Vest, S",Vests,Clothing
472,VE-C304-M,"Classic Vest, M",Vests,Clothing
473,VE-C304-L,"Classic Vest, L",Vests,Clothing
474,SH-W890-S,"Women's Mountain Shorts, S",Shorts,Clothing
475,SH-W890-M,"Women's Mountain Shorts, M",Shorts,Clothing
476,SH-W890-L,"Women's Mountain Shorts, L",Shorts,Clothing
477,WB-H098,Water Bottle - 30 oz.,Bottles and Cages,Accessories
478,BC-M005,Mountain Bottle Cage,Bottles and Cages,Accessories
479,BC-R205,Road Bottle Cage,Bottles and Cages,Accessories
480,PK-7098,Patch Kit/8 Patches,Tires and Tubes,Accessories
481,SO-R809-M,"Racing Socks, M",Socks,Clothing
482,SO-R809-L,"Racing Socks, L",Socks,Clothing
483,RA-H123,Hitch Rack - 4-Bike,Bike Racks,Accessories
484,CL-9009,Bike Wash - Dissolver,Cleaners,Accessories
485,FE-6654,Fender Set - Mountain,Fenders,Accessories
486,ST-1401,All-Purpose Bike Stand,Bike Stands,Accessories
487,HY-1023-70,Hydration Pack - 70 oz.,Hydration Packs,Accessories
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",Touring Frames,Components
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Touring Frames,Components
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Touring Frames,Components
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Touring Frames,Components
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",Touring Frames,Components
497,FR-T98U-46,"HL Touring Frame - Blue, 46",Touring Frames,Components
498,FR-T98U-50,"HL Touring Frame - Blue, 50",Touring Frames,Components
499,FR-T98U-54,"HL Touring Frame - Blue, 54",Touring Frames,Components
500,FR-T98U-60,"HL Touring Frame - Blue, 60",Touring Frames,Components
501,RD-2308,Rear Derailleur,Derailleurs,Components
502,FR-T67U-50,"LL Touring Frame - Blue, 50",Touring Frames,Components
503,FR-T67U-54,"LL Touring Frame - Blue, 54",Touring Frames,Components
504,FR-T67U-58,"LL Touring Frame - Blue, 58",Touring Frames,Components
505,FR-T67U-62,"LL Touring Frame - Blue, 62",Touring Frames,Components
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Touring Frames,Components
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Touring Frames,Components
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",Touring Frames,Components
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Touring Frames,Components
510,FR-T67U-44,"LL Touring Frame - Blue, 44",Touring Frames,Components
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",Mountain Frames,Components
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Mountain Frames,Components
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Mountain Frames,Components
514,RB-9231,Rear Brakes,Brakes,Components
515,SE-M236,LL Mountain Seat/Saddle,Saddles,Components
516,SE-M798,ML Mountain Seat/Saddle,Saddles,Components
517,SE-M940,HL Mountain Seat/Saddle,Saddles,Components
518,SE-R581,LL Road Seat/Saddle,Saddles,Components
519,SE-R908,ML Road Seat/Saddle,Saddles,Components
520,SE-R995,HL Road Seat/Saddle,Saddles,Components
521,SE-T312,LL Touring Seat/Saddle,Saddles,Components
522,SE-T762,ML Touring Seat/Saddle,Saddles,Components
523,SE-T924,HL Touring Seat/Saddle,Saddles,Components
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",Mountain Frames,Components
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",Mountain Frames,Components
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",Mountain Frames,Components
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",Mountain Frames,Components
528,TT-M928,Mountain Tire Tube,Tires and Tubes,Accessories
529,TT-R982,Road Tire Tube,Tires and Tubes,Accessories
530,TT-T092,Touring Tire Tube,Tires and Tubes,Accessories
531,FR-M21B-42,"LL Mountain Frame - Black, 42",Mountain Frames,Components
532,FR-M21B-44,"LL Mountain Frame - Black, 44",Mountain Frames,Components
533,FR-M21B-48,"LL Mountain Frame - Black, 48",Mountain Frames,Components
534,FR-M21B-52,"LL Mountain Frame - Black, 52",Mountain Frames,Components
535,TI-M267,LL Mountain Tire,Tires and Tubes,Accessories
536,TI-M602,ML Mountain Tire,Tires and Tubes,Accessories
537,TI-M823,HL Mountain Tire,Tires and Tubes,Accessories
538,TI-R092,LL Road Tire,Tires and Tubes,Accessories
539,TI-R628,ML Road Tire,Tires and Tubes,Accessories
540,TI-R982,HL Road Tire,Tires and Tubes,Accessories
541,TI-T723,Touring Tire,Tires and Tubes,Accessories
542,PD-M282,LL Mountain Pedal,Pedals,Components
543,PD-M340,ML Mountain Pedal,Pedals,Components
544,PD-M562,HL Mountain Pedal,Pedals,Components
545,PD-R347,LL Road Pedal,Pedals,Components
546,PD-R563,ML Road Pedal,Pedals,Components
547,PD-R853,HL Road Pedal,Pedals,Components
548,PD-T852,Touring Pedal,Pedals,Components
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Mountain Frames,Components
550,FR-M21B-40,"LL Mountain Frame - Black, 40",Mountain Frames,Components
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",Mountain Frames,Components
552,FD-2342,Front Derailleur,Derailleurs,Components
553,HB-T721,LL Touring Handlebars,Handlebars,Components
554,HB-T928,HL Touring Handlebars,Handlebars,Components
555,FB-9873,Front Brakes,Brakes,Components
556,CS-4759,LL Crankset,Cranksets,Components
557,CS-6583,ML Crankset,Cranksets,Components
558,CS-9183,HL Crankset,Cranksets,Components
559,CH-0234,Chain,Chains,Components
560,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes
561,BK-T79Y-46,"Touring-1000 Yellow, 46",Touring Bikes,Bikes
562,BK-T79Y-50,"Touring-1000 Yellow, 50",Touring Bikes,Bikes
563,BK-T79Y-54,"Touring-1000 Yellow, 54",Touring Bikes,Bikes
564,BK-T79Y-60,"Touring-1000 Yellow, 60",Touring Bikes,Bikes
565,BK-T18U-54,"Touring-3000 Blue, 54",Touring Bikes,Bikes
566,BK-T18U-58,"Touring-3000 Blue, 58",Touring Bikes,Bikes
567,BK-T18U-62,"Touring-3000 Blue, 62",Touring Bikes,Bikes
568,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring Bikes,Bikes
569,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring Bikes,Bikes
570,BK-T18Y-54,"Touring-3000 Yellow, 54",Touring Bikes,Bikes
571,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring Bikes,Bikes
572,BK-T18Y-62,"Touring-3000 Yellow, 62",Touring Bikes,Bikes
573,BK-T79U-46,"Touring-1000 Blue, 46",Touring Bikes,Bikes
574,BK-T79U-50,"Touring-1000 Blue, 50",Touring Bikes,Bikes
575,BK-T79U-54,"Touring-1000 Blue, 54",Touring Bikes,Bikes
576,BK-T79U-60,"Touring-1000 Blue, 60",Touring Bikes,Bikes
577,BK-T44U-46,"Touring-2000 Blue, 46",Touring Bikes,Bikes
578,BK-T44U-50,"Touring-2000 Blue, 50",Touring Bikes,Bikes
579,BK-T44U-54,"Touring-2000 Blue, 54",Touring Bikes,Bikes
580,BK-R79Y-40,"Road-350-W Yellow, 40",Road Bikes,Bikes
581,BK-R79Y-42,"Road-350-W Yellow, 42",Road Bikes,Bikes
582,BK-R79Y-44,"Road-350-W Yellow, 44",Road Bikes,Bikes
583,BK-R79Y-48,"Road-350-W Yellow, 48",Road Bikes,Bikes
584,BK-R19B-58,"Road-750 Black, 58",Road Bikes,Bikes
585,BK-T18U-44,"Touring-3000 Blue, 44",Touring Bikes,Bikes
586,BK-T18U-50,"Touring-3000 Blue, 50",Touring Bikes,Bikes
587,BK-M38S-38,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes
588,BK-M38S-40,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes
589,BK-M38S-42,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes
590,BK-M38S-46,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes
591,BK-M18S-40,"Mountain-500 Silver, 40",Mountain Bikes,Bikes
592,BK-M18S-42,"Mountain-500 Silver, 42",Mountain Bikes,Bikes
593,BK-M18S-44,"Mountain-500 Silver, 44",Mountain Bikes,Bikes
594,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes
595,BK-M18S-52,"Mountain-500 Silver, 52",Mountain Bikes,Bikes
596,BK-M18B-40,"Mountain-500 Black, 40",Mountain Bikes,Bikes
597,BK-M18B-42,"Mountain-500 Black, 42",Mountain Bikes,Bikes
598,BK-M18B-44,"Mountain-500 Black, 44",Mountain Bikes,Bikes
599,BK-M18B-48,"Mountain-500 Black, 48",Mountain Bikes,Bikes
600,BK-M18B-52,"Mountain-500 Black, 52",Mountain Bikes,Bikes
601,BB-7421,LL Bottom Bracket,Bottom Brackets,Components
602,BB-8107,ML Bottom Bracket,Bottom Brackets,Components
603,BB-9108,HL Bottom Bracket,Bottom Brackets,Components
604,BK-R19B-44,"Road-750 Black, 44",Road Bikes,Bikes
605,BK-R19B-48,"Road-750 Black, 48",Road Bikes,Bikes
606,BK-R19B-52,"Road-750 Black, 52",Road Bikes,Bikes
